"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
376100,3137832900,16971751200,13833918300,89660037400,1331800,955700,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,1.1,1331800,376100,3137832900,"2023-01-16T09:14:00.000Z",1673860440000,955700,6551800,6551800,4264300,89660037400,16971751200,13833918300,58854367900
824200,12165332900,42729232800,30563899900,132600470600,2928200,2104000,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,3.3,1596400,448100,9027500000,"2023-01-16T09:16:00.000Z",1673860560000,1148300,2762700,9314500,18000,42940433200,25757481600,16729981600,452970000
1136500,23253546800,69981972900,46728426100,176650794900,4348400,3211900,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,4,1420200,312300,11088213900,"2023-01-16T09:18:00.000Z",1673860680000,1107900,2572400,11886900,44300,44050324300,27252740100,16164526200,633058000
2544900,39810556100,107530786200,67720230100,235259873200,7221500,4676600,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,6,2873100,1408400,16557009300,"2023-01-16T09:20:00.000Z",1673860800000,1464700,4341700,16228600,3900,58609078300,37548813300,20991804000,68461000
5280300,53404151200,139747580700,86343429500,286261566600,11108500,5828200,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,4.9,3887000,2735400,13593595100,"2023-01-16T09:22:00.000Z",1673860920000,1151600,5059600,21288200,21000,51001693400,32216794500,18623199400,161699500
4383200,42211940200,153476450400,111264510200,325324553000,12032500,7649300,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,4.1,924000,-897100,-11192211000,"2023-01-16T09:24:00.000Z",1673861040000,1821100,2763800,24052000,18700,39062986400,13728869700,24921080700,413036000
3681400,33583875100,163594791900,130010916800,354336182900,12690600,9009200,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,3.1,658100,-701800,-8628065100,"2023-01-16T09:26:00.000Z",1673861160000,1359900,2030700,26082700,12700,29011629900,10118341500,18746406600,146881800
3298400,33544025400,184689725900,151145700500,396754170600,13847200,10548800,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,0,1156600,-383000,-39849700,"2023-01-16T09:28:00.000Z",1673861280000,1539600,2703200,28785900,7000,42417987700,21094934000,21134783700,188270000
1726500,12239921500,193909711900,181669790400,436535421500,14408700,12682200,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,7.7,561500,-1571900,-21304103900,"2023-01-16T09:30:00.000Z",1673861400000,2133400,2695900,31481800,1000,39781250900,9219986000,30524089900,37175000
716700,2126840000,205824182200,203697342200,470637108600,15050400,14333700,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,3.7,641700,-1009800,-10113081500,"2023-01-16T09:32:00.000Z",1673861520000,1651500,2298200,33780000,5000,34101687100,11914470300,22027551800,159665000
-2161100,-23894181100,213356925700,237251106800,511771531000,15572500,17733600,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,9.4,522100,-2877800,-26021021100,"2023-01-16T09:34:00.000Z",1673861640000,3399900,3925200,37705200,3200,41134422400,7532743500,33553764600,47914300
-4167800,-45844518000,223241416900,269085934900,553659503900,16234100,20401900,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,8,661600,-2006700,-21950336900,"2023-01-16T09:36:00.000Z",1673861760000,2668300,3370600,41075800,40700,41887972900,9884491200,31834828100,168653600
-4767300,-50889659000,236850141200,287739800200,586351553600,17078300,21845600,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,1.8,844200,-599500,-5045141000,"2023-01-16T09:38:00.000Z",1673861880000,1443700,2319200,43395000,31300,32692049700,13608724300,18653865300,429460100
-4822600,-57877512100,247950786500,305828298600,615707004300,18174900,22997500,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,2.5,1096600,-55300,-6987853100,"2023-01-16T09:40:00.000Z",1673862000000,1151900,2262700,45657700,14200,29355450700,11100645300,18088498400,166307000
-4084100,-47177888800,270295138400,317473027200,650803611800,19708500,23792600,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,3.9,1533600,738500,10699623300,"2023-01-16T09:42:00.000Z",1673862120000,795100,2355600,48013300,26900,35096607500,22344351900,11644728600,1107527000
-2559700,-17896937000,309303473000,327200410000,699885718800,21993200,24552900,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,10.6,2284700,1524400,29280951800,"2023-01-16T09:44:00.000Z",1673862240000,760300,3063100,51076400,18100,49082107000,39008334600,9727382800,346389600
-1622200,-4055511000,332979156700,337034667700,733683892200,23648100,25270300,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,5,1654900,937500,13841426000,"2023-01-16T09:46:00.000Z",1673862360000,717400,2395800,53472200,23500,33798173400,23675683700,9834257700,288232000
-1445900,-800032100,347352762800,348152794900,759458705500,24698800,26144700,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,1.2,1050700,176300,3255478900,"2023-01-16T09:48:00.000Z",1673862480000,874400,1935300,55407500,10200,25774813300,14373606100,11118127200,283080000
-1347000,2728921400,364746488100,362017566700,790754731500,25682800,27029800,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,1.3,984000,98900,3528953500,"2023-01-16T09:50:00.000Z",1673862600000,885100,1873300,57280800,4200,31296026000,17393725300,13864771800,37528900
-2990900,-10394400200,373645153300,384039553500,821784688500,26317500,29308400,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,4.8,634700,-1643900,-13123321600,"2023-01-16T09:52:00.000Z",1673862720000,2278600,2934000,60214800,20700,31029957000,8898665200,22021986800,109305000
-4138600,-21301585900,382618772900,403920358800,850890689400,26921000,31059600,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,4,603500,-1147700,-10907185700,"2023-01-16T09:54:00.000Z",1673862840000,1751200,2372600,62587400,17900,29106000900,8973619600,19880805300,251576000
-5013300,-27750641900,394918788200,422669430100,881982707000,27939400,32952700,25707555690.5,22948124031,52990802814.7,3352253.4,1549679.3,1535944,13735.3,2759431659.5,2.3,1018400,-874700,-6449056000,"2023-01-16T09:56:00.000Z",1673862960000,1893100,2917200,65504600,5700,31092017600,12300015300,18749071300,42931000
