"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue","totalVolume"
1,0,0,0,0,1500000,"2023-03-17T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-16T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-15T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-14T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-13T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-10T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-09T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-08T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-07T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-06T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-03T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-02T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-03-01T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-02-28T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-02-27T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-02-24T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-02-23T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-02-22T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-02-21T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
1,0,0,0,0,1500000,"2023-02-20T00:00:00",0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,"CK8",0,0
