"price","change","match_qtty","side","time","total_vol"
22.3,0.05,1300,"bu","14:45:17",34600
22.15,-0.1,200,"sd","14:06:43",33300
22.25,0,100,"bu","13:56:44",33100
22.25,0,600,"bu","13:54:39",33000
22.25,0,400,"bu","13:54:39",32400
22.15,-0.1,1000,"sd","13:36:43",32000
22.2,-0.05,5000,"sd","13:33:39",31000
22.3,0.05,500,"bu","11:25:29",26000
22.3,0.05,500,"bu","11:25:29",25500
22.25,0,100,"bu","11:12:07",25000
22,-0.25,800,"sd","10:02:22",24900
22,-0.25,300,"sd","10:02:22",24100
22,-0.25,500,"sd","09:55:23",23800
22,-0.25,1000,"sd","09:55:23",23300
22.15,-0.1,1800,"sd","09:54:20",22300
22.15,-0.1,5000,"bu","09:47:08",20500
22,-0.25,1000,"sd","09:46:38",15500
22.1,-0.15,400,"bu","09:46:10",14500
22.1,-0.15,100,"bu","09:44:08",14100
21.8,-0.45,300,"sd","09:24:18",14000
21.8,-0.45,100,"bu","09:22:13",13700
21.5,-0.75,2000,"sd","09:18:28",13600
21.5,-0.75,200,"sd","09:18:28",11600
21.5,-0.75,200,"sd","09:18:28",11400
21.5,-0.75,300,"sd","09:18:09",11200
21.5,-0.75,4000,"sd","09:18:09",10900
21.5,-0.75,700,"sd","09:18:09",6900
21.6,-0.65,1000,"sd","09:17:52",6200
21.6,-0.65,100,"sd","09:17:52",5200
21.9,-0.35,1000,"bu","09:17:31",5100
21.8,-0.45,500,"sd","09:17:13",4100
21.8,-0.45,100,"sd","09:17:13",3600
21.9,-0.35,2000,"sd","09:16:55",3500
21.9,-0.35,500,"sd","09:16:55",1500
22,-0.25,500,"sd","09:16:32",1000
22,-0.25,500,"sd","09:16:32",500
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
"price","change","match_qtty","side","time","total_vol"
22.4,0.1,400,"bu","09:15:11",500
22.35,0.05,100,"bu","09:15:11",100
"price","change","match_qtty","side","time","total_vol"
22.4,0.1,400,"bu","09:15:11",500
22.35,0.05,100,"bu","09:15:11",100
