"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
200,2020000,2020000,0,2020000,200,0,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,0,200,200,2020000,"2022-12-08T09:06:00.000Z",1670490360000,0,200,200,0,2020000,2020000,0,0
1000,10100000,10100000,0,10100000,1000,0,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,0,800,800,8080000,"2022-12-08T09:12:00.000Z",1670490720000,0,800,1000,0,8080000,8080000,0,0
7916900,158451749200,226687023000,68235273800,588095039000,13144100,5227200,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,212.3,13143100,7915900,158441649200,"2022-12-08T09:14:00.000Z",1670490840000,5227200,38937900,38938900,20567600,588084939000,226676923000,68235273800,293172742200
25611300,457262554400,589786723000,132524168600,1016914636800,35188200,9576900,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,400.3,22044100,17694400,298810805200,"2022-12-08T09:16:00.000Z",1670490960000,4349700,26506300,65445200,112500,428819597800,363099700000,64288894800,1431003000
32910300,554914293400,758085888800,203171595400,1258388213400,46924700,14014400,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,130.8,11736500,7299000,97651739000,"2022-12-08T09:18:00.000Z",1670491080000,4437500,16333200,81778400,159200,241473576600,168299165800,70647426800,2526984000
40408600,616847261400,928508882000,311661620600,1540046911000,63300400,22891800,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,83,16375700,7498300,61932968000,"2022-12-08T09:20:00.000Z",1670491200000,8877400,25488800,107267200,235700,281658697600,170422993200,108490025200,2745679200
61071100,769098149300,1204716717300,435618568000,1942353651600,94763600,33692500,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,204,31463200,20662500,152250887900,"2022-12-08T09:22:00.000Z",1670491320000,10800700,42423400,149690600,159500,402306740600,276207835300,123956947400,2141957900
62493900,792360487500,1321173492300,528813004800,2153693866400,104641500,42147600,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,31.2,9877900,1422800,23262338200,"2022-12-08T09:24:00.000Z",1670491440000,8455100,18444700,168135300,111700,211340214800,116456775000,93194436800,1689003000
59905100,779031279200,1461993184100,682961904900,2451219273600,116615600,56710500,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,17.9,11974100,-2588800,-13329208300,"2022-12-08T09:26:00.000Z",1670491560000,14562900,26759100,194894400,222100,297525407200,140819691800,154148900100,2556815300
60644900,779312329400,1580798307200,801485977800,2691374378000,126215400,65570500,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,0.4,9599800,739800,281050200,"2022-12-08T09:28:00.000Z",1670491680000,8860000,18622900,213517300,163100,240155104400,118805123100,118524072900,2825908400
64545800,792086273100,1671785265500,879698992400,2864184084900,135533600,70987800,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,17.1,9318200,3900900,12773943700,"2022-12-08T09:30:00.000Z",1670491800000,5417300,14907100,228424400,171600,172809706900,90986958300,78213014600,3609734000
62975000,779679045700,1746056084100,966377038400,3027632845500,141239900,78264900,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,16.6,5706300,-1570800,-12407227400,"2022-12-08T09:32:00.000Z",1670491920000,7277100,13122300,241546700,138900,163448760600,74270818600,86678046000,2499896000
59508200,731290543300,1800759585900,1069469042600,3186523509300,145346900,85838700,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,64.8,4107000,-3466800,-48388502400,"2022-12-08T09:34:00.000Z",1670492040000,7573800,11754100,253300800,73300,158890663800,54703501800,103092004200,1095157800
53594100,649942829200,1860210413900,1210267584700,3387519307900,149890900,96296800,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,109,4544000,-5914100,-81347714100,"2022-12-08T09:36:00.000Z",1670492160000,10458100,15046500,268347300,44400,200995798600,59450828000,140798542100,746428500
52701800,626836887600,1939403987100,1312567099500,3569262385900,155425900,102724100,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,31,5535000,-892300,-23105941600,"2022-12-08T09:38:00.000Z",1670492280000,6427300,11981500,280328800,19200,181743078000,79193573200,102299514800,249990000
52797700,626606938900,2028747484800,1402140545900,3749568090000,161424800,108627100,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,0.3,5998900,95900,-229948700,"2022-12-08T09:40:00.000Z",1670492400000,5903000,11964200,292293000,62300,180305704100,89343497700,89573446400,1388760000
56871100,676648820000,2148155218000,1471506398000,3938617149200,169654000,112782900,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,67,8229200,4073400,50041881100,"2022-12-08T09:42:00.000Z",1670492520000,4155800,12400300,304693300,15300,189049059200,119407733200,69365852100,275473900
56071400,709124005500,2251946988600,1542822983100,4116579516800,176012900,119941500,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,43.5,6358900,-799700,32475185500,"2022-12-08T09:44:00.000Z",1670492640000,7158600,13640100,318333400,122600,177962367600,103791770600,71316585100,2854011900
67222500,912909271300,2552643106800,1639733835500,4515132634400,196462600,129240100,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,273,20449700,11151100,203785265800,"2022-12-08T09:46:00.000Z",1670492760000,9298600,29811700,348145100,63400,398553117600,300696118200,96910852400,946147000
80097100,1150951741500,2942570541400,1791618799900,5061996378000,219846400,139749300,102567840908.5,103314319956.8,213473361743.2,13808158.5,6517748.3,6773537.3,-255789,-746479048.3,318.9,23383800,12874600,238042470200,"2022-12-08T09:48:00.000Z",1670492880000,10509200,34102500,382247600,209500,546863743600,389927434600,151884964400,5051344600
