┌─────────┬──────┬──────┬──────┬──────┬────────────┬─────────┬────────────────────┬────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │    v    │         av         │   r    │            date            │ updown │
│   10    │ 9.19 │ 9.22 │ 9.19 │ 9.2  │ 1674011100 │ 179900  │ 128250.17543859649 │ '1.40' │ '2023-01-18T10:05:00.000Z' │ 'down' │
│   11    │ 9.22 │ 9.22 │ 9.2  │ 9.2  │ 1674011400 │  66400  │ 128250.17543859649 │ '0.52' │ '2023-01-18T10:10:00.000Z' │  'up'  │
│   12    │ 9.2  │ 9.21 │ 9.2  │ 9.21 │ 1674011700 │  85400  │ 128250.17543859649 │ '0.67' │ '2023-01-18T10:15:00.000Z' │ 'down' │
│   13    │ 9.19 │ 9.2  │ 9.19 │ 9.2  │ 1674012000 │  74400  │ 128250.17543859649 │ '0.58' │ '2023-01-18T10:20:00.000Z' │ 'down' │
│   14    │ 9.18 │ 9.2  │ 9.18 │ 9.19 │ 1674012300 │  37600  │ 128250.17543859649 │ '0.29' │ '2023-01-18T10:25:00.000Z' │ 'down' │
│   15    │ 9.19 │ 9.2  │ 9.18 │ 9.18 │ 1674012600 │  58400  │ 128250.17543859649 │ '0.46' │ '2023-01-18T10:30:00.000Z' │  'up'  │
│   16    │ 9.22 │ 9.22 │ 9.19 │ 9.19 │ 1674012900 │  97900  │ 128250.17543859649 │ '0.76' │ '2023-01-18T10:35:00.000Z' │  'up'  │
│   17    │ 9.31 │ 9.31 │ 9.21 │ 9.22 │ 1674013200 │ 497700  │ 128250.17543859649 │ '3.88' │ '2023-01-18T10:40:00.000Z' │  'up'  │
│   18    │ 9.32 │ 9.34 │ 9.3  │ 9.32 │ 1674013500 │  96200  │ 128250.17543859649 │ '0.75' │ '2023-01-18T10:45:00.000Z' │  '-'   │
│   19    │ 9.32 │ 9.34 │ 9.31 │ 9.32 │ 1674013800 │ 126900  │ 128250.17543859649 │ '0.99' │ '2023-01-18T10:50:00.000Z' │  '-'   │
│   20    │ 9.33 │ 9.33 │ 9.3  │ 9.33 │ 1674014100 │  87400  │ 128250.17543859649 │ '0.68' │ '2023-01-18T10:55:00.000Z' │  '-'   │
│   21    │ 9.32 │ 9.33 │ 9.32 │ 9.33 │ 1674014400 │  85500  │ 128250.17543859649 │ '0.67' │ '2023-01-18T11:00:00.000Z' │ 'down' │
│   22    │ 9.33 │ 9.33 │ 9.31 │ 9.33 │ 1674014700 │ 117200  │ 128250.17543859649 │ '0.91' │ '2023-01-18T11:05:00.000Z' │  '-'   │
│   23    │ 9.3  │ 9.33 │ 9.29 │ 9.33 │ 1674015000 │ 246700  │ 128250.17543859649 │ '1.92' │ '2023-01-18T11:10:00.000Z' │ 'down' │
│   24    │ 9.3  │ 9.31 │ 9.27 │ 9.3  │ 1674015300 │ 183300  │ 128250.17543859649 │ '1.43' │ '2023-01-18T11:15:00.000Z' │  '-'   │
│   25    │ 9.29 │ 9.31 │ 9.27 │ 9.3  │ 1674015600 │  62200  │ 128250.17543859649 │ '0.48' │ '2023-01-18T11:20:00.000Z' │ 'down' │
│   26    │ 9.29 │ 9.3  │ 9.28 │ 9.29 │ 1674015900 │  25000  │ 128250.17543859649 │ '0.19' │ '2023-01-18T11:25:00.000Z' │  '-'   │
│   27    │ 9.28 │ 9.3  │ 9.27 │ 9.29 │ 1674021600 │ 150900  │ 128250.17543859649 │ '1.18' │ '2023-01-18T13:00:00.000Z' │ 'down' │
│   28    │ 9.27 │ 9.29 │ 9.27 │ 9.28 │ 1674021900 │ 132400  │ 128250.17543859649 │ '1.03' │ '2023-01-18T13:05:00.000Z' │ 'down' │
│   29    │ 9.25 │ 9.27 │ 9.25 │ 9.27 │ 1674022200 │ 136100  │ 128250.17543859649 │ '1.06' │ '2023-01-18T13:10:00.000Z' │ 'down' │
│   30    │ 9.27 │ 9.27 │ 9.24 │ 9.25 │ 1674022500 │ 315600  │ 128250.17543859649 │ '2.46' │ '2023-01-18T13:15:00.000Z' │  'up'  │
│   31    │ 9.25 │ 9.27 │ 9.25 │ 9.27 │ 1674022800 │  77900  │ 128250.17543859649 │ '0.61' │ '2023-01-18T13:20:00.000Z' │ 'down' │
│   32    │ 9.29 │ 9.29 │ 9.24 │ 9.25 │ 1674023100 │ 139700  │ 128250.17543859649 │ '1.09' │ '2023-01-18T13:25:00.000Z' │  'up'  │
│   33    │ 9.5  │ 9.5  │ 9.3  │ 9.3  │ 1674023400 │ 1160900 │ 128250.17543859649 │ '9.05' │ '2023-01-18T13:30:00.000Z' │  'up'  │
│   34    │ 9.54 │ 9.55 │ 9.5  │ 9.51 │ 1674023700 │ 714200  │ 128250.17543859649 │ '5.57' │ '2023-01-18T13:35:00.000Z' │  'up'  │
│   35    │ 9.55 │ 9.55 │ 9.54 │ 9.54 │ 1674024000 │ 881200  │ 128250.17543859649 │ '6.87' │ '2023-01-18T13:40:00.000Z' │  'up'  │
│   36    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674024300 │  76000  │ 128250.17543859649 │ '0.59' │ '2023-01-18T13:45:00.000Z' │  '-'   │
│   37    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674024600 │ 235100  │ 128250.17543859649 │ '1.83' │ '2023-01-18T13:50:00.000Z' │  '-'   │
│   38    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674024900 │ 109200  │ 128250.17543859649 │ '0.85' │ '2023-01-18T13:55:00.000Z' │  '-'   │
│   39    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674025200 │  67200  │ 128250.17543859649 │ '0.52' │ '2023-01-18T14:00:00.000Z' │  '-'   │
│   40    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674025500 │  61400  │ 128250.17543859649 │ '0.48' │ '2023-01-18T14:05:00.000Z' │  '-'   │
│   41    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674025800 │  19500  │ 128250.17543859649 │ '0.15' │ '2023-01-18T14:10:00.000Z' │  '-'   │
│   42    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674026100 │  45900  │ 128250.17543859649 │ '0.36' │ '2023-01-18T14:15:00.000Z' │  '-'   │
│   43    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674026400 │  85400  │ 128250.17543859649 │ '0.67' │ '2023-01-18T14:20:00.000Z' │  '-'   │
│   44    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674026700 │  16600  │ 128250.17543859649 │ '0.13' │ '2023-01-18T14:25:00.000Z' │  '-'   │
│   45    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674027000 │   500   │ 128250.17543859649 │ '0.00' │ '2023-01-18T14:30:00.000Z' │  '-'   │
│   46    │ 9.55 │ 9.55 │ 9.55 │ 9.55 │ 1674027900 │  84500  │ 128250.17543859649 │ '0.66' │ '2023-01-18T14:45:00.000Z' │  '-'   │
│   47    │ 9.57 │ 9.59 │ 9.55 │ 9.55 │ 1674094500 │ 145700  │ 128250.17543859649 │ '1.14' │ '2023-01-19T09:15:00.000Z' │  'up'  │
│   48    │ 9.69 │ 9.7  │ 9.57 │ 9.59 │ 1674094800 │ 111700  │ 128250.17543859649 │ '0.87' │ '2023-01-19T09:20:00.000Z' │  'up'  │
│   49    │ 9.79 │ 9.88 │ 9.69 │ 9.7  │ 1674095100 │ 109700  │ 128250.17543859649 │ '0.86' │ '2023-01-19T09:25:00.000Z' │  'up'  │
│   50    │ 9.73 │ 9.79 │ 9.7  │ 9.78 │ 1674095400 │  81600  │ 128250.17543859649 │ '0.64' │ '2023-01-19T09:30:00.000Z' │ 'down' │
│   51    │ 9.76 │ 9.77 │ 9.75 │ 9.75 │ 1674095700 │  63500  │ 128250.17543859649 │ '0.50' │ '2023-01-19T09:35:00.000Z' │  'up'  │
│   52    │ 9.77 │ 9.8  │ 9.75 │ 9.76 │ 1674096000 │ 112600  │ 128250.17543859649 │ '0.88' │ '2023-01-19T09:40:00.000Z' │  'up'  │
│   53    │ 9.77 │ 9.79 │ 9.75 │ 9.77 │ 1674096300 │ 112500  │ 128250.17543859649 │ '0.88' │ '2023-01-19T09:45:00.000Z' │  '-'   │
│   54    │ 9.73 │ 9.78 │ 9.7  │ 9.78 │ 1674096600 │  96400  │ 128250.17543859649 │ '0.75' │ '2023-01-19T09:50:00.000Z' │ 'down' │
│   55    │ 9.74 │ 9.75 │ 9.7  │ 9.7  │ 1674096900 │  40300  │ 128250.17543859649 │ '0.31' │ '2023-01-19T09:55:00.000Z' │  'up'  │
│   56    │ 9.71 │ 9.75 │ 9.71 │ 9.74 │ 1674097200 │  42400  │ 128250.17543859649 │ '0.33' │ '2023-01-19T10:00:00.000Z' │ 'down' │
│   57    │ 9.74 │ 9.75 │ 9.71 │ 9.71 │ 1674097500 │  62600  │ 128250.17543859649 │ '0.49' │ '2023-01-19T10:05:00.000Z' │  'up'  │
│   58    │ 9.73 │ 9.75 │ 9.72 │ 9.74 │ 1674097800 │  30500  │ 128250.17543859649 │ '0.24' │ '2023-01-19T10:10:00.000Z' │ 'down' │
│   59    │ 9.74 │ 9.75 │ 9.74 │ 9.74 │ 1674098100 │  49600  │ 128250.17543859649 │ '0.39' │ '2023-01-19T10:15:00.000Z' │  '-'   │
│   60    │ 9.73 │ 9.74 │ 9.73 │ 9.73 │ 1674098400 │  13100  │ 128250.17543859649 │ '0.10' │ '2023-01-19T10:20:00.000Z' │  '-'   │
│   61    │ 9.73 │ 9.75 │ 9.71 │ 9.73 │ 1674098700 │  90700  │ 128250.17543859649 │ '0.71' │ '2023-01-19T10:25:00.000Z' │  '-'   │
│   62    │ 9.71 │ 9.77 │ 9.71 │ 9.74 │ 1674099000 │  94100  │ 128250.17543859649 │ '0.73' │ '2023-01-19T10:30:00.000Z' │ 'down' │
│   63    │ 9.72 │ 9.72 │ 9.71 │ 9.71 │ 1674099300 │ 120600  │ 128250.17543859649 │ '0.94' │ '2023-01-19T10:35:00.000Z' │  'up'  │
│   64    │ 9.7  │ 9.72 │ 9.7  │ 9.72 │ 1674099600 │ 159400  │ 128250.17543859649 │ '1.24' │ '2023-01-19T10:40:00.000Z' │ 'down' │
│   65    │ 9.66 │ 9.71 │ 9.66 │ 9.71 │ 1674099900 │  91800  │ 128250.17543859649 │ '0.72' │ '2023-01-19T10:45:00.000Z' │ 'down' │
│   66    │ 9.66 │ 9.67 │ 9.66 │ 9.66 │ 1674100200 │  33900  │ 128250.17543859649 │ '0.26' │ '2023-01-19T10:50:00.000Z' │  '-'   │
│   67    │ 9.67 │ 9.67 │ 9.66 │ 9.66 │ 1674100500 │  10100  │ 128250.17543859649 │ '0.08' │ '2023-01-19T10:55:00.000Z' │  'up'  │
│   68    │ 9.68 │ 9.68 │ 9.66 │ 9.67 │ 1674100800 │  32500  │ 128250.17543859649 │ '0.25' │ '2023-01-19T11:00:00.000Z' │  'up'  │
│   69    │ 9.61 │ 9.67 │ 9.61 │ 9.67 │ 1674101100 │ 174900  │ 128250.17543859649 │ '1.36' │ '2023-01-19T11:05:00.000Z' │ 'down' │
│   70    │ 9.65 │ 9.65 │ 9.63 │ 9.63 │ 1674101400 │  14100  │ 128250.17543859649 │ '0.11' │ '2023-01-19T11:10:00.000Z' │  'up'  │
│   71    │ 9.67 │ 9.7  │ 9.66 │ 9.66 │ 1674101700 │  78300  │ 128250.17543859649 │ '0.61' │ '2023-01-19T11:15:00.000Z' │  'up'  │
│   72    │ 9.67 │ 9.68 │ 9.67 │ 9.68 │ 1674102000 │  2700   │ 128250.17543859649 │ '0.02' │ '2023-01-19T11:20:00.000Z' │ 'down' │
│   73    │ 9.63 │ 9.66 │ 9.63 │ 9.66 │ 1674102300 │ 111400  │ 128250.17543859649 │ '0.87' │ '2023-01-19T11:25:00.000Z' │ 'down' │
│   74    │ 9.6  │ 9.65 │ 9.6  │ 9.63 │ 1674108000 │ 143800  │ 128250.17543859649 │ '1.12' │ '2023-01-19T13:00:00.000Z' │ 'down' │
│   75    │ 9.65 │ 9.66 │ 9.61 │ 9.61 │ 1674108300 │  43400  │ 128250.17543859649 │ '0.34' │ '2023-01-19T13:05:00.000Z' │  'up'  │
│   76    │ 9.67 │ 9.7  │ 9.65 │ 9.65 │ 1674108600 │  46700  │ 128250.17543859649 │ '0.36' │ '2023-01-19T13:10:00.000Z' │  'up'  │
│   77    │ 9.71 │ 9.71 │ 9.66 │ 9.67 │ 1674108900 │  56000  │ 128250.17543859649 │ '0.44' │ '2023-01-19T13:15:00.000Z' │  'up'  │
│   78    │ 9.8  │ 9.8  │ 9.71 │ 9.71 │ 1674109200 │ 396800  │ 128250.17543859649 │ '3.09' │ '2023-01-19T13:20:00.000Z' │  'up'  │
│   79    │ 9.76 │ 9.81 │ 9.76 │ 9.8  │ 1674109500 │ 102800  │ 128250.17543859649 │ '0.80' │ '2023-01-19T13:25:00.000Z' │ 'down' │
│   80    │ 9.85 │ 9.85 │ 9.76 │ 9.76 │ 1674109800 │ 180000  │ 128250.17543859649 │ '1.40' │ '2023-01-19T13:30:00.000Z' │  'up'  │
│   81    │ 9.88 │ 9.9  │ 9.84 │ 9.85 │ 1674110100 │ 275900  │ 128250.17543859649 │ '2.15' │ '2023-01-19T13:35:00.000Z' │  'up'  │
│   82    │ 9.9  │ 9.94 │ 9.87 │ 9.9  │ 1674110400 │  50700  │ 128250.17543859649 │ '0.40' │ '2023-01-19T13:40:00.000Z' │  '-'   │
│   83    │ 9.84 │ 9.88 │ 9.84 │ 9.88 │ 1674110700 │  45500  │ 128250.17543859649 │ '0.35' │ '2023-01-19T13:45:00.000Z' │ 'down' │
│   84    │ 9.86 │ 9.86 │ 9.84 │ 9.84 │ 1674111000 │ 126200  │ 128250.17543859649 │ '0.98' │ '2023-01-19T13:50:00.000Z' │  'up'  │
│   85    │ 9.86 │ 9.88 │ 9.86 │ 9.87 │ 1674111300 │  49500  │ 128250.17543859649 │ '0.39' │ '2023-01-19T13:55:00.000Z' │ 'down' │
│   86    │ 9.88 │ 9.89 │ 9.86 │ 9.86 │ 1674111600 │  96400  │ 128250.17543859649 │ '0.75' │ '2023-01-19T14:00:00.000Z' │  'up'  │
│   87    │ 9.84 │ 9.88 │ 9.84 │ 9.88 │ 1674111900 │  61700  │ 128250.17543859649 │ '0.48' │ '2023-01-19T14:05:00.000Z' │ 'down' │
│   88    │ 9.79 │ 9.85 │ 9.78 │ 9.85 │ 1674112200 │ 203500  │ 128250.17543859649 │ '1.59' │ '2023-01-19T14:10:00.000Z' │ 'down' │
│   89    │ 9.85 │ 9.85 │ 9.79 │ 9.8  │ 1674112500 │  70100  │ 128250.17543859649 │ '0.55' │ '2023-01-19T14:15:00.000Z' │  'up'  │
│   90    │ 9.85 │ 9.85 │ 9.83 │ 9.84 │ 1674112800 │  43000  │ 128250.17543859649 │ '0.34' │ '2023-01-19T14:20:00.000Z' │  'up'  │
│   91    │ 9.84 │ 9.88 │ 9.82 │ 9.85 │ 1674113100 │ 147800  │ 128250.17543859649 │ '1.15' │ '2023-01-19T14:25:00.000Z' │ 'down' │
│   92    │ 9.84 │ 9.84 │ 9.84 │ 9.84 │ 1674113400 │  1500   │ 128250.17543859649 │ '0.01' │ '2023-01-19T14:30:00.000Z' │  '-'   │
│   93    │ 9.88 │ 9.88 │ 9.88 │ 9.88 │ 1674114300 │ 206200  │ 128250.17543859649 │ '1.61' │ '2023-01-19T14:45:00.000Z' │  '-'   │
│   94    │ 9.9  │  10  │ 9.9  │  10  │ 1674785700 │ 383900  │ 128250.17543859649 │ '2.99' │ '2023-01-27T09:15:00.000Z' │ 'down' │
│   95    │ 9.87 │ 9.9  │ 9.8  │ 9.9  │ 1674786000 │ 177000  │ 128250.17543859649 │ '1.38' │ '2023-01-27T09:20:00.000Z' │ 'down' │
│   96    │ 9.86 │ 9.87 │ 9.83 │ 9.85 │ 1674786300 │ 235400  │ 128250.17543859649 │ '1.84' │ '2023-01-27T09:25:00.000Z' │  'up'  │
│   97    │ 9.86 │ 9.88 │ 9.86 │ 9.86 │ 1674786600 │  92500  │ 128250.17543859649 │ '0.72' │ '2023-01-27T09:30:00.000Z' │  '-'   │
│   98    │ 9.83 │ 9.86 │ 9.82 │ 9.86 │ 1674786900 │ 189000  │ 128250.17543859649 │ '1.47' │ '2023-01-27T09:35:00.000Z' │ 'down' │
│   99    │ 9.84 │ 9.85 │ 9.83 │ 9.83 │ 1674787200 │ 113000  │ 128250.17543859649 │ '0.88' │ '2023-01-27T09:40:00.000Z' │  'up'  │
│   100   │ 9.84 │ 9.85 │ 9.84 │ 9.85 │ 1674787500 │  89200  │ 128250.17543859649 │ '0.70' │ '2023-01-27T09:45:00.000Z' │ 'down' │
│   101   │ 9.83 │ 9.84 │ 9.83 │ 9.84 │ 1674787800 │ 105400  │ 128250.17543859649 │ '0.82' │ '2023-01-27T09:50:00.000Z' │ 'down' │
│   102   │ 9.82 │ 9.84 │ 9.82 │ 9.84 │ 1674788100 │ 306300  │ 128250.17543859649 │ '2.39' │ '2023-01-27T09:55:00.000Z' │ 'down' │
│   103   │ 9.81 │ 9.82 │ 9.81 │ 9.82 │ 1674788400 │  54300  │ 128250.17543859649 │ '0.42' │ '2023-01-27T10:00:00.000Z' │ 'down' │
│   104   │ 9.81 │ 9.82 │ 9.81 │ 9.82 │ 1674788700 │ 125000  │ 128250.17543859649 │ '0.97' │ '2023-01-27T10:05:00.000Z' │ 'down' │
│   105   │ 9.8  │ 9.8  │ 9.79 │ 9.8  │ 1674789000 │ 213300  │ 128250.17543859649 │ '1.66' │ '2023-01-27T10:10:00.000Z' │  '-'   │
│   106   │ 9.77 │ 9.8  │ 9.76 │ 9.79 │ 1674789300 │ 175800  │ 128250.17543859649 │ '1.37' │ '2023-01-27T10:15:00.000Z' │ 'down' │
│   107   │ 9.78 │ 9.79 │ 9.76 │ 9.77 │ 1674789600 │  65100  │ 128250.17543859649 │ '0.51' │ '2023-01-27T10:20:00.000Z' │  'up'  │
│   108   │ 9.79 │ 9.79 │ 9.78 │ 9.78 │ 1674789900 │  50900  │ 128250.17543859649 │ '0.40' │ '2023-01-27T10:25:00.000Z' │  'up'  │
│   109   │ 9.79 │ 9.79 │ 9.78 │ 9.78 │ 1674790200 │  30600  │ 128250.17543859649 │ '0.24' │ '2023-01-27T10:30:00.000Z' │  'up'  │
│   110   │ 9.78 │ 9.79 │ 9.78 │ 9.79 │ 1674790500 │  23000  │ 128250.17543859649 │ '0.18' │ '2023-01-27T10:35:00.000Z' │ 'down' │
│   111   │ 9.77 │ 9.78 │ 9.76 │ 9.78 │ 1674790800 │  90500  │ 128250.17543859649 │ '0.71' │ '2023-01-27T10:40:00.000Z' │ 'down' │
│   112   │ 9.86 │ 9.86 │ 9.76 │ 9.76 │ 1674791100 │  86000  │ 128250.17543859649 │ '0.67' │ '2023-01-27T10:45:00.000Z' │  'up'  │
│   113   │ 9.85 │ 9.85 │ 9.81 │ 9.85 │ 1674791400 │  55100  │ 128250.17543859649 │ '0.43' │ '2023-01-27T10:50:00.000Z' │  '-'   │
│   114   │ 9.83 │ 9.85 │ 9.82 │ 9.84 │ 1674791700 │  30200  │ 128250.17543859649 │ '0.24' │ '2023-01-27T10:55:00.000Z' │ 'down' │
│   115   │ 9.82 │ 9.83 │ 9.81 │ 9.83 │ 1674792000 │  22100  │ 128250.17543859649 │ '0.17' │ '2023-01-27T11:00:00.000Z' │ 'down' │
│   116   │ 9.81 │ 9.82 │ 9.8  │ 9.82 │ 1674792300 │  67400  │ 128250.17543859649 │ '0.53' │ '2023-01-27T11:05:00.000Z' │ 'down' │
│   117   │ 9.81 │ 9.83 │ 9.8  │ 9.81 │ 1674792600 │  25200  │ 128250.17543859649 │ '0.20' │ '2023-01-27T11:10:00.000Z' │  '-'   │
│   118   │ 9.83 │ 9.84 │ 9.81 │ 9.81 │ 1674792900 │  24700  │ 128250.17543859649 │ '0.19' │ '2023-01-27T11:15:00.000Z' │  'up'  │
│   119   │ 9.83 │ 9.83 │ 9.83 │ 9.83 │ 1674793200 │  11700  │ 128250.17543859649 │ '0.09' │ '2023-01-27T11:20:00.000Z' │  '-'   │
│   120   │ 9.83 │ 9.85 │ 9.83 │ 9.84 │ 1674793500 │  58800  │ 128250.17543859649 │ '0.46' │ '2023-01-27T11:25:00.000Z' │ 'down' │
│   121   │ 9.83 │ 9.83 │ 9.83 │ 9.83 │ 1674793800 │  6700   │ 128250.17543859649 │ '0.05' │ '2023-01-27T11:30:00.000Z' │  '-'   │
│   122   │ 9.87 │ 9.87 │ 9.79 │ 9.83 │ 1674799200 │ 500600  │ 128250.17543859649 │ '3.90' │ '2023-01-27T13:00:00.000Z' │  'up'  │
│   123   │ 9.88 │ 9.88 │ 9.85 │ 9.87 │ 1674799500 │ 212300  │ 128250.17543859649 │ '1.66' │ '2023-01-27T13:05:00.000Z' │  'up'  │
│   124   │ 9.97 │ 9.97 │ 9.88 │ 9.88 │ 1674799800 │ 282500  │ 128250.17543859649 │ '2.20' │ '2023-01-27T13:10:00.000Z' │  'up'  │
│   125   │ 9.96 │  10  │ 9.96 │ 9.98 │ 1674800100 │ 456700  │ 128250.17543859649 │ '3.56' │ '2023-01-27T13:15:00.000Z' │ 'down' │
│   126   │ 9.9  │ 9.96 │ 9.9  │ 9.96 │ 1674800400 │ 154600  │ 128250.17543859649 │ '1.21' │ '2023-01-27T13:20:00.000Z' │ 'down' │
│   127   │ 9.91 │ 9.92 │ 9.88 │ 9.9  │ 1674800700 │  78700  │ 128250.17543859649 │ '0.61' │ '2023-01-27T13:25:00.000Z' │  'up'  │
│   128   │ 9.88 │ 9.93 │ 9.88 │ 9.91 │ 1674801000 │ 113800  │ 128250.17543859649 │ '0.89' │ '2023-01-27T13:30:00.000Z' │ 'down' │
│   129   │ 9.88 │ 9.89 │ 9.87 │ 9.88 │ 1674801300 │  68400  │ 128250.17543859649 │ '0.53' │ '2023-01-27T13:35:00.000Z' │  '-'   │
│   130   │ 9.86 │ 9.88 │ 9.86 │ 9.88 │ 1674801600 │  78200  │ 128250.17543859649 │ '0.61' │ '2023-01-27T13:40:00.000Z' │ 'down' │
│   131   │ 9.87 │ 9.88 │ 9.86 │ 9.87 │ 1674801900 │  61300  │ 128250.17543859649 │ '0.48' │ '2023-01-27T13:45:00.000Z' │  '-'   │
│   132   │ 9.87 │ 9.88 │ 9.86 │ 9.87 │ 1674802200 │  91300  │ 128250.17543859649 │ '0.71' │ '2023-01-27T13:50:00.000Z' │  '-'   │
│   133   │ 9.81 │ 9.88 │ 9.81 │ 9.87 │ 1674802500 │ 119200  │ 128250.17543859649 │ '0.93' │ '2023-01-27T13:55:00.000Z' │ 'down' │
│   134   │ 9.87 │ 9.87 │ 9.81 │ 9.82 │ 1674802800 │  88400  │ 128250.17543859649 │ '0.69' │ '2023-01-27T14:00:00.000Z' │  'up'  │
│   135   │ 9.85 │ 9.88 │ 9.84 │ 9.88 │ 1674803100 │  42500  │ 128250.17543859649 │ '0.33' │ '2023-01-27T14:05:00.000Z' │ 'down' │
│   136   │ 9.85 │ 9.87 │ 9.8  │ 9.87 │ 1674803400 │ 220500  │ 128250.17543859649 │ '1.72' │ '2023-01-27T14:10:00.000Z' │ 'down' │
│   137   │ 9.84 │ 9.86 │ 9.81 │ 9.85 │ 1674803700 │  44700  │ 128250.17543859649 │ '0.35' │ '2023-01-27T14:15:00.000Z' │ 'down' │
│   138   │ 9.82 │ 9.85 │ 9.81 │ 9.85 │ 1674804000 │ 161100  │ 128250.17543859649 │ '1.26' │ '2023-01-27T14:20:00.000Z' │ 'down' │
│   139   │ 9.78 │ 9.82 │ 9.78 │ 9.82 │ 1674804300 │ 290900  │ 128250.17543859649 │ '2.27' │ '2023-01-27T14:25:00.000Z' │ 'down' │
│   140   │ 9.79 │ 9.79 │ 9.78 │ 9.78 │ 1674804600 │  4200   │ 128250.17543859649 │ '0.03' │ '2023-01-27T14:30:00.000Z' │  'up'  │
│   141   │ 9.78 │ 9.78 │ 9.78 │ 9.78 │ 1674805500 │ 143600  │ 128250.17543859649 │ '1.12' │ '2023-01-27T14:45:00.000Z' │  '-'   │
│   142   │ 9.71 │ 9.78 │ 9.71 │ 9.78 │ 1675044900 │  90100  │ 128250.17543859649 │ '0.70' │ '2023-01-30T09:15:00.000Z' │ 'down' │
│   143   │ 9.62 │ 9.72 │ 9.6  │ 9.71 │ 1675045200 │ 217500  │ 128250.17543859649 │ '1.70' │ '2023-01-30T09:20:00.000Z' │ 'down' │
│   144   │ 9.62 │ 9.63 │ 9.58 │ 9.63 │ 1675045500 │ 208400  │ 128250.17543859649 │ '1.62' │ '2023-01-30T09:25:00.000Z' │ 'down' │
│   145   │ 9.7  │ 9.71 │ 9.62 │ 9.62 │ 1675045800 │ 103900  │ 128250.17543859649 │ '0.81' │ '2023-01-30T09:30:00.000Z' │  'up'  │
│   146   │ 9.68 │ 9.69 │ 9.66 │ 9.68 │ 1675046100 │  88900  │ 128250.17543859649 │ '0.69' │ '2023-01-30T09:35:00.000Z' │  '-'   │
│   147   │ 9.76 │ 9.78 │ 9.69 │ 9.69 │ 1675046400 │  69700  │ 128250.17543859649 │ '0.54' │ '2023-01-30T09:40:00.000Z' │  'up'  │
│   148   │ 9.72 │ 9.75 │ 9.7  │ 9.75 │ 1675046700 │  40300  │ 128250.17543859649 │ '0.31' │ '2023-01-30T09:45:00.000Z' │ 'down' │
│   149   │ 9.68 │ 9.72 │ 9.68 │ 9.72 │ 1675047000 │ 139800  │ 128250.17543859649 │ '1.09' │ '2023-01-30T09:50:00.000Z' │ 'down' │
