┌─────────┬──────┬──────┬──────┬──────┬────────────┬───────┬────────────────────┬────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │   v   │         av         │   r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼───────┼────────────────────┼────────┼────────────────────────────┼────────┤
│    0    │ 13.2 │ 13.2 │ 13.2 │ 13.2 │ 1674008400 │  100  │ 1926.2295081967213 │ '0.05' │ '2023-01-18T09:20:00.000Z' │  '-'   │
│    1    │  14  │  14  │ 13.8 │ 13.8 │ 1674010800 │  900  │ 1926.2295081967213 │ '0.47' │ '2023-01-18T10:00:00.000Z' │  'up'  │
│    2    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1674012000 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-18T10:20:00.000Z' │  '-'   │
│    3    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1674012600 │  100  │ 1926.2295081967213 │ '0.05' │ '2023-01-18T10:30:00.000Z' │  '-'   │
│    4    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674015000 │ 5000  │ 1926.2295081967213 │ '2.60' │ '2023-01-18T11:10:00.000Z' │  '-'   │
│    5    │ 13.9 │ 13.9 │ 13.8 │ 13.9 │ 1674015300 │ 8500  │ 1926.2295081967213 │ '4.41' │ '2023-01-18T11:15:00.000Z' │  '-'   │
│    6    │ 13.9 │  14  │ 13.9 │ 13.9 │ 1674015600 │ 2500  │ 1926.2295081967213 │ '1.30' │ '2023-01-18T11:20:00.000Z' │  '-'   │
│    7    │ 13.9 │ 13.9 │ 13.9 │ 13.9 │ 1674021600 │ 1000  │ 1926.2295081967213 │ '0.52' │ '2023-01-18T13:00:00.000Z' │  '-'   │
│    8    │ 13.9 │ 13.9 │ 13.9 │ 13.9 │ 1674022800 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-18T13:20:00.000Z' │  '-'   │
│    9    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1674023100 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-18T13:25:00.000Z' │  '-'   │
│   10    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1674023400 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-18T13:30:00.000Z' │  '-'   │
│   11    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1674023700 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-18T13:35:00.000Z' │  '-'   │
│   12    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1674024000 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-18T13:40:00.000Z' │  '-'   │
│   13    │ 13.7 │ 13.7 │ 13.7 │ 13.7 │ 1674026100 │ 1000  │ 1926.2295081967213 │ '0.52' │ '2023-01-18T14:15:00.000Z' │  '-'   │
│   14    │ 13.9 │ 13.9 │ 13.8 │ 13.8 │ 1674026700 │ 2500  │ 1926.2295081967213 │ '1.30' │ '2023-01-18T14:25:00.000Z' │  'up'  │
│   15    │ 13.9 │ 13.9 │ 13.9 │ 13.9 │ 1674027300 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-18T14:35:00.000Z' │  '-'   │
│   16    │  14  │  14  │  14  │  14  │ 1674028500 │ 1500  │ 1926.2295081967213 │ '0.78' │ '2023-01-18T14:55:00.000Z' │  '-'   │
│   17    │ 14.5 │ 14.5 │  14  │  14  │ 1674093600 │ 11600 │ 1926.2295081967213 │ '6.02' │ '2023-01-19T09:00:00.000Z' │  'up'  │
│   18    │ 14.4 │ 14.8 │ 14.4 │ 14.7 │ 1674093900 │ 11100 │ 1926.2295081967213 │ '5.76' │ '2023-01-19T09:05:00.000Z' │ 'down' │
│   19    │ 14.4 │ 14.4 │ 14.4 │ 14.4 │ 1674097200 │  800  │ 1926.2295081967213 │ '0.42' │ '2023-01-19T10:00:00.000Z' │  '-'   │
│   20    │ 14.2 │ 14.2 │ 14.2 │ 14.2 │ 1674098700 │  200  │ 1926.2295081967213 │ '0.10' │ '2023-01-19T10:25:00.000Z' │  '-'   │
│   21    │ 14.2 │ 14.2 │ 14.2 │ 14.2 │ 1674100200 │  200  │ 1926.2295081967213 │ '0.10' │ '2023-01-19T10:50:00.000Z' │  '-'   │
│   22    │ 14.1 │ 14.1 │ 14.1 │ 14.1 │ 1674102300 │ 1000  │ 1926.2295081967213 │ '0.52' │ '2023-01-19T11:25:00.000Z' │  '-'   │
│   23    │ 14.3 │ 14.3 │ 14.3 │ 14.3 │ 1674108000 │  600  │ 1926.2295081967213 │ '0.31' │ '2023-01-19T13:00:00.000Z' │  '-'   │
│   24    │ 14.1 │ 14.1 │ 14.1 │ 14.1 │ 1674108300 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-19T13:05:00.000Z' │  '-'   │
│   25    │ 14.3 │ 14.3 │ 14.3 │ 14.3 │ 1674110100 │ 1000  │ 1926.2295081967213 │ '0.52' │ '2023-01-19T13:35:00.000Z' │  '-'   │
│   26    │ 14.7 │ 14.7 │ 14.3 │ 14.3 │ 1674111600 │ 11200 │ 1926.2295081967213 │ '5.81' │ '2023-01-19T14:00:00.000Z' │  'up'  │
│   27    │ 14.8 │ 14.8 │ 14.8 │ 14.8 │ 1674111900 │ 8500  │ 1926.2295081967213 │ '4.41' │ '2023-01-19T14:05:00.000Z' │  '-'   │
│   28    │ 14.5 │ 14.5 │ 14.5 │ 14.5 │ 1674113700 │  500  │ 1926.2295081967213 │ '0.26' │ '2023-01-19T14:35:00.000Z' │  '-'   │
│   29    │ 14.6 │ 14.6 │ 14.6 │ 14.6 │ 1674114600 │  300  │ 1926.2295081967213 │ '0.16' │ '2023-01-19T14:50:00.000Z' │  '-'   │
│   30    │ 14.8 │ 14.8 │ 14.7 │ 14.7 │ 1674114900 │  700  │ 1926.2295081967213 │ '0.36' │ '2023-01-19T14:55:00.000Z' │  'up'  │
│   31    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675060500 │ 2000  │ 1926.2295081967213 │ '1.04' │ '2023-01-30T13:35:00.000Z' │  '-'   │
│   32    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675062900 │ 4900  │ 1926.2295081967213 │ '2.54' │ '2023-01-30T14:15:00.000Z' │  '-'   │
│   33    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675063500 │ 2000  │ 1926.2295081967213 │ '1.04' │ '2023-01-30T14:25:00.000Z' │  '-'   │
│   34    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675063800 │ 1000  │ 1926.2295081967213 │ '0.52' │ '2023-01-30T14:30:00.000Z' │  '-'   │
│   35    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675064100 │ 2000  │ 1926.2295081967213 │ '1.04' │ '2023-01-30T14:35:00.000Z' │  '-'   │
│   36    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675064400 │ 6100  │ 1926.2295081967213 │ '3.17' │ '2023-01-30T14:40:00.000Z' │  '-'   │
│   37    │  14  │  14  │  14  │  14  │ 1675131600 │  100  │ 1926.2295081967213 │ '0.05' │ '2023-01-31T09:20:00.000Z' │  '-'   │
│   38    │ 13.6 │ 13.6 │ 13.6 │ 13.6 │ 1675132800 │ 1000  │ 1926.2295081967213 │ '0.52' │ '2023-01-31T09:40:00.000Z' │  '-'   │
│   39    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675133100 │  300  │ 1926.2295081967213 │ '0.16' │ '2023-01-31T09:45:00.000Z' │  '-'   │
│   40    │ 13.8 │ 13.8 │ 13.8 │ 13.8 │ 1675135200 │  700  │ 1926.2295081967213 │ '0.36' │ '2023-01-31T10:20:00.000Z' │  '-'   │
