┌─────────┬──────┬──────┬──────┬──────┬────────────┬────────┬────────────────────┬────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │   v    │         av         │   r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼────────┼────────────────────┼────────┼────────────────────────────┼────────┤
│    0    │ 13.6 │ 13.7 │ 13.5 │ 13.5 │ 1674007200 │ 11700  │ 16616.083916083917 │ '0.70' │ '2023-01-18T09:00:00.000Z' │  'up'  │
│    1    │ 13.6 │ 13.7 │ 13.5 │ 13.5 │ 1674007500 │  2500  │ 16616.083916083917 │ '0.15' │ '2023-01-18T09:05:00.000Z' │  'up'  │
│    2    │ 13.6 │ 13.6 │ 13.6 │ 13.6 │ 1674007800 │  700   │ 16616.083916083917 │ '0.04' │ '2023-01-18T09:10:00.000Z' │  '-'   │
│    3    │ 13.6 │ 13.6 │ 13.6 │ 13.6 │ 1674008100 │  3400  │ 16616.083916083917 │ '0.20' │ '2023-01-18T09:15:00.000Z' │  '-'   │
│    4    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 1674008400 │  2100  │ 16616.083916083917 │ '0.13' │ '2023-01-18T09:20:00.000Z' │  '-'   │
│    5    │ 13.2 │ 13.5 │ 13.2 │ 13.5 │ 1674008700 │ 11200  │ 16616.083916083917 │ '0.67' │ '2023-01-18T09:25:00.000Z' │ 'down' │
│    6    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674009000 │  4100  │ 16616.083916083917 │ '0.25' │ '2023-01-18T09:30:00.000Z' │  '-'   │
│    7    │ 13.3 │ 13.3 │ 13.2 │ 13.2 │ 1674009300 │ 14200  │ 16616.083916083917 │ '0.85' │ '2023-01-18T09:35:00.000Z' │  'up'  │
│    8    │ 13.3 │ 13.4 │ 13.3 │ 13.3 │ 1674009600 │  4500  │ 16616.083916083917 │ '0.27' │ '2023-01-18T09:40:00.000Z' │  '-'   │
│    9    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │ 1674009900 │ 11400  │ 16616.083916083917 │ '0.69' │ '2023-01-18T09:45:00.000Z' │  '-'   │
│   10    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │ 1674010200 │  500   │ 16616.083916083917 │ '0.03' │ '2023-01-18T09:50:00.000Z' │  '-'   │
│   11    │ 13.5 │ 13.5 │ 13.4 │ 13.4 │ 1674010500 │  4900  │ 16616.083916083917 │ '0.29' │ '2023-01-18T09:55:00.000Z' │  'up'  │
│   12    │ 13.5 │ 13.5 │ 13.5 │ 13.5 │ 1674010800 │  6700  │ 16616.083916083917 │ '0.40' │ '2023-01-18T10:00:00.000Z' │  '-'   │
│   13    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │ 1674011100 │ 10500  │ 16616.083916083917 │ '0.63' │ '2023-01-18T10:05:00.000Z' │  '-'   │
│   14    │ 13.3 │ 13.4 │ 13.3 │ 13.4 │ 1674011400 │ 12800  │ 16616.083916083917 │ '0.77' │ '2023-01-18T10:10:00.000Z' │ 'down' │
│   15    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │ 1674011700 │  500   │ 16616.083916083917 │ '0.03' │ '2023-01-18T10:15:00.000Z' │  '-'   │
│   16    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │ 1674012000 │  100   │ 16616.083916083917 │ '0.01' │ '2023-01-18T10:20:00.000Z' │  '-'   │
│   17    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674012300 │  100   │ 16616.083916083917 │ '0.01' │ '2023-01-18T10:25:00.000Z' │  '-'   │
│   18    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674012600 │ 27600  │ 16616.083916083917 │ '1.66' │ '2023-01-18T10:30:00.000Z' │  '-'   │
│   19    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674012900 │  800   │ 16616.083916083917 │ '0.05' │ '2023-01-18T10:35:00.000Z' │  '-'   │
│   20    │ 13.4 │ 13.5 │ 13.4 │ 13.4 │ 1674013200 │ 18800  │ 16616.083916083917 │ '1.13' │ '2023-01-18T10:40:00.000Z' │  '-'   │
│   21    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │ 1674013500 │  6400  │ 16616.083916083917 │ '0.39' │ '2023-01-18T10:45:00.000Z' │  '-'   │
│   22    │ 13.4 │ 13.4 │ 13.4 │ 13.4 │ 1674013800 │  8500  │ 16616.083916083917 │ '0.51' │ '2023-01-18T10:50:00.000Z' │  '-'   │
│   23    │ 13.4 │ 13.5 │ 13.3 │ 13.5 │ 1674014100 │ 12600  │ 16616.083916083917 │ '0.76' │ '2023-01-18T10:55:00.000Z' │ 'down' │
│   24    │ 13.3 │ 13.4 │ 13.3 │ 13.4 │ 1674014400 │ 24600  │ 16616.083916083917 │ '1.48' │ '2023-01-18T11:00:00.000Z' │ 'down' │
│   25    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674014700 │ 17000  │ 16616.083916083917 │ '1.02' │ '2023-01-18T11:05:00.000Z' │  '-'   │
│   26    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674015000 │  5000  │ 16616.083916083917 │ '0.30' │ '2023-01-18T11:10:00.000Z' │  '-'   │
│   27    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674015300 │  2200  │ 16616.083916083917 │ '0.13' │ '2023-01-18T11:15:00.000Z' │  '-'   │
│   28    │ 13.3 │ 13.3 │ 13.3 │ 13.3 │ 1674015600 │  5000  │ 16616.083916083917 │ '0.30' │ '2023-01-18T11:20:00.000Z' │  '-'   │
│   29    │ 13.3 │ 13.3 │ 13.2 │ 13.3 │ 1674021600 │ 53300  │ 16616.083916083917 │ '3.21' │ '2023-01-18T13:00:00.000Z' │  '-'   │
│   30    │ 13.2 │ 13.2 │ 13.2 │ 13.2 │ 1674021900 │ 15200  │ 16616.083916083917 │ '0.91' │ '2023-01-18T13:05:00.000Z' │  '-'   │
│   31    │ 13.3 │ 13.3 │ 13.2 │ 13.3 │ 1674022200 │ 10500  │ 16616.083916083917 │ '0.63' │ '2023-01-18T13:10:00.000Z' │  '-'   │
│   32    │ 13.2 │ 13.3 │ 13.2 │ 13.3 │ 1674022500 │  1200  │ 16616.083916083917 │ '0.07' │ '2023-01-18T13:15:00.000Z' │ 'down' │
