"c","h","l","o","t","v","av","r","date","updown"
27.1,27.1,27,27,1674008700,3700,945.8333333333334,"3.91","2023-01-18T09:25:00.000Z","up"
27.1,27.1,27.1,27.1,1674012300,100,945.8333333333334,"0.11","2023-01-18T10:25:00.000Z","-"
27.1,27.1,27.1,27.1,1674013800,900,945.8333333333334,"0.95","2023-01-18T10:50:00.000Z","-"
27.1,27.1,27.1,27.1,1674025800,800,945.8333333333334,"0.85","2023-01-18T14:10:00.000Z","-"
27.7,27.7,27.7,27.7,1674027900,100,945.8333333333334,"0.11","2023-01-18T14:45:00.000Z","-"
26.4,26.4,26.4,26.4,1674109500,1200,945.8333333333334,"1.27","2023-01-19T13:25:00.000Z","-"
27.6,27.6,27.6,27.6,1674110700,100,945.8333333333334,"0.11","2023-01-19T13:45:00.000Z","-"
27.6,27.6,27.6,27.6,1674804000,900,945.8333333333334,"0.95","2023-01-27T14:20:00.000Z","-"
27.6,27.6,27.6,27.6,1674804300,200,945.8333333333334,"0.21","2023-01-27T14:25:00.000Z","-"
30,30,30,30,1674805500,100,945.8333333333334,"0.11","2023-01-27T14:45:00.000Z","-"
27,27,27,27,1675044300,100,945.8333333333334,"0.11","2023-01-30T09:05:00.000Z","-"
29,29,29,29,1675047900,2000,945.8333333333334,"2.11","2023-01-30T10:05:00.000Z","-"
28.9,28.9,28.9,28.9,1675050300,900,945.8333333333334,"0.95","2023-01-30T10:45:00.000Z","-"
28.8,28.9,28.8,28.9,1675058400,200,945.8333333333334,"0.21","2023-01-30T13:00:00.000Z","down"
28.9,28.9,28.8,28.8,1675058700,400,945.8333333333334,"0.42","2023-01-30T13:05:00.000Z","up"
28.8,28.8,28.8,28.8,1675060200,1000,945.8333333333334,"1.06","2023-01-30T13:30:00.000Z","-"
30.5,30.5,30.5,30.5,1675131300,100,945.8333333333334,"0.11","2023-01-31T09:15:00.000Z","-"
30.3,30.3,30.3,30.3,1675131900,300,945.8333333333334,"0.32","2023-01-31T09:25:00.000Z","-"
26.7,26.7,26.7,26.7,1675132500,100,945.8333333333334,"0.11","2023-01-31T09:35:00.000Z","-"
28.9,28.9,28.9,28.9,1675151100,100,945.8333333333334,"0.11","2023-01-31T14:45:00.000Z","-"
26.9,26.9,26.9,26.9,1675217100,100,945.8333333333334,"0.11","2023-02-01T09:05:00.000Z","-"
27.2,30.1,27.2,30.1,1675221000,5400,945.8333333333334,"5.71","2023-02-01T10:10:00.000Z","down"
27.7,30.3,27.7,30.3,1675232100,3800,945.8333333333334,"4.02","2023-02-01T13:15:00.000Z","down"
29.8,29.8,29.8,29.8,1675237500,100,945.8333333333334,"0.11","2023-02-01T14:45:00.000Z","-"
