┌─────────┬──────┬──────┬──────┬──────┬────────────┬──────┬────────────────────┬────────┬────────────────────────────┬────────┐
│ (index) │  c   │  h   │  l   │  o   │     t      │  v   │         av         │   r    │            date            │ updown │
├─────────┼──────┼──────┼──────┼──────┼────────────┼──────┼────────────────────┼────────┼────────────────────────────┼────────┤
│    0    │ 43.3 │ 43.3 │ 43.3 │ 43.3 │ 1674007800 │ 2600 │ 1654.4943820224719 │ '1.57' │ '2023-01-18T09:10:00.000Z' │  '-'   │
│    1    │ 43.4 │ 43.4 │ 43.4 │ 43.4 │ 1674008400 │ 500  │ 1654.4943820224719 │ '0.30' │ '2023-01-18T09:20:00.000Z' │  '-'   │
│    2    │ 43.3 │ 43.3 │ 43.3 │ 43.3 │ 1674008700 │ 2500 │ 1654.4943820224719 │ '1.51' │ '2023-01-18T09:25:00.000Z' │  '-'   │
│    3    │  43  │ 43.2 │  43  │ 43.2 │ 1674009600 │ 1300 │ 1654.4943820224719 │ '0.79' │ '2023-01-18T09:40:00.000Z' │ 'down' │
│    4    │ 42.7 │ 42.9 │ 42.7 │ 42.9 │ 1674010200 │ 1500 │ 1654.4943820224719 │ '0.91' │ '2023-01-18T09:50:00.000Z' │ 'down' │
│    5    │ 42.7 │ 42.7 │ 42.7 │ 42.7 │ 1674010500 │ 2400 │ 1654.4943820224719 │ '1.45' │ '2023-01-18T09:55:00.000Z' │  '-'   │
│    6    │ 42.6 │ 42.6 │ 42.6 │ 42.6 │ 1674011400 │ 300  │ 1654.4943820224719 │ '0.18' │ '2023-01-18T10:10:00.000Z' │  '-'   │
│    7    │ 42.5 │ 42.5 │ 42.5 │ 42.5 │ 1674011700 │ 2800 │ 1654.4943820224719 │ '1.69' │ '2023-01-18T10:15:00.000Z' │  '-'   │
│    8    │ 42.4 │ 42.4 │ 42.4 │ 42.4 │ 1674012300 │ 2700 │ 1654.4943820224719 │ '1.63' │ '2023-01-18T10:25:00.000Z' │  '-'   │
│    9    │ 42.2 │ 42.3 │ 42.2 │ 42.3 │ 1674013200 │ 900  │ 1654.4943820224719 │ '0.54' │ '2023-01-18T10:40:00.000Z' │ 'down' │
│   10    │ 42.5 │ 42.5 │ 42.3 │ 42.3 │ 1674013800 │ 1800 │ 1654.4943820224719 │ '1.09' │ '2023-01-18T10:50:00.000Z' │  'up'  │
│   11    │ 42.5 │ 42.5 │ 42.5 │ 42.5 │ 1674014100 │ 300  │ 1654.4943820224719 │ '0.18' │ '2023-01-18T10:55:00.000Z' │  '-'   │
│   12    │ 42.4 │ 42.4 │ 42.4 │ 42.4 │ 1674014400 │ 700  │ 1654.4943820224719 │ '0.42' │ '2023-01-18T11:00:00.000Z' │  '-'   │
│   13    │ 42.2 │ 42.4 │ 42.2 │ 42.4 │ 1674014700 │ 2300 │ 1654.4943820224719 │ '1.39' │ '2023-01-18T11:05:00.000Z' │ 'down' │
│   14    │ 42.1 │ 42.1 │ 42.1 │ 42.1 │ 1674015000 │ 200  │ 1654.4943820224719 │ '0.12' │ '2023-01-18T11:10:00.000Z' │  '-'   │
│   15    │ 42.2 │ 42.2 │ 42.2 │ 42.2 │ 1674015300 │ 500  │ 1654.4943820224719 │ '0.30' │ '2023-01-18T11:15:00.000Z' │  '-'   │
